ÀÏ½Ã,Æò±Õ±â¿Â,°­¼ö·®,Æò±Õ½Àµµ,Æò±ÕÇ³¼Ó
2013-01-01,-4.7,3.1,73.5,3.2
2013-01-02,-11.7,,40.8,4.2
2013-01-03,-13.2,,42.8,2.8
2013-01-04,-10.7,,44.3,1.8
2013-01-05,-7,,59.4,2.3
2013-01-06,-6.3,,59.4,1.9
2013-01-07,-5.1,,53.6,1.7
2013-01-08,-4.6,,53.4,2.2
2013-01-09,-9,,38.5,3
2013-01-10,-8.3,,41.3,2.3
2013-01-11,-3.2,0,50.5,2.3
2013-01-12,0,0.1,70,2.5
2013-01-13,-0.5,,65.6,1.6
2013-01-14,-2.1,,61.6,2.2
2013-01-15,-2.1,,57,2
2013-01-16,-2.6,0.3,64.1,2.4
2013-01-17,-5.8,,62.9,2.8
2013-01-18,-4.4,,51.9,2
2013-01-19,0.5,,59.9,2
2013-01-20,1.6,,55.8,3.1
2013-01-21,2.2,16.5,83.6,4.3
2013-01-22,3.8,0.5,74.3,2.2
2013-01-23,1.8,1.5,80.4,3.1
2013-01-24,-0.9,0.1,57.6,4.3
2013-01-25,-9.1,,37.5,4.7
2013-01-26,-9.2,,37,3.5
2013-01-27,-7.3,,44.9,2.6
2013-01-28,-3.5,,56,2.1
2013-01-29,2.2,0,63.5,2.7
2013-01-30,5.4,,68.8,2.1
2013-01-31,7.4,0,59.5,2.9
2013-02-01,7.3,46.5,85.8,3.7
2013-02-02,-1.1,,52.1,4.1
2013-02-03,-3.2,7.5,62.3,2.7
2013-02-04,-0.8,7.4,77.1,2.6
2013-02-05,-0.6,4.5,77,2.4
2013-02-06,-1.5,2.1,75,3.3
2013-02-07,-11.1,0,42.5,5.5
2013-02-08,-11.5,,39.3,2.7
2013-02-09,-7.2,,55.5,1.8
2013-02-10,-4,1.2,56.6,2.9
2013-02-11,-5.8,,41.8,2.1
2013-02-12,-3.8,0,55.6,2.3
2013-02-13,-1.3,,59.6,2
2013-02-14,1.1,,60.1,2.3
2013-02-15,-1.2,,48.4,3.9
2013-02-16,-2.6,,38.8,2.1
2013-02-17,2.3,0,44.5,2.5
2013-02-18,0.5,,49.8,3.5
2013-02-19,-2.9,,27.5,4
2013-02-20,-4.8,,35.3,2.6
2013-02-21,-1.7,0,49,2.5
2013-02-22,0.5,3.9,57.1,3.1
2013-02-23,-0.9,,45.9,3.7
2013-02-24,1.4,,42.4,2.2
2013-02-25,3.3,,39.4,1.7
2013-02-26,4.8,0,56.4,2.6
2013-02-27,3.4,,69.5,3
2013-02-28,6.7,1,57.3,2.9
2013-03-01,0.8,3,56.1,4.8
2013-03-02,-0.8,,42.6,3.2
2013-03-03,0.4,,50.3,2.9
2013-03-04,3.1,,58.6,2.8
2013-03-05,3.7,,51.8,3
2013-03-06,7.9,,43.1,2.2
2013-03-07,8,0.5,74.1,3.7
2013-03-08,8.5,,66,2.7
2013-03-09,13.2,,48.8,4.3
2013-03-10,1.2,,32.5,5
2013-03-11,4.2,,33.4,2.2
2013-03-12,7.5,3.5,60.4,2.1
2013-03-13,5.2,11.5,64.5,3.6
2013-03-14,4.1,,48.9,2.9
2013-03-15,4.6,,43.4,2.4
2013-03-16,6.3,,53.6,2.3
2013-03-17,8.2,7.5,57.5,2.9
2013-03-18,8.3,1,73,3.3
2013-03-19,8,,61.1,2.2
2013-03-20,2.8,0.1,51.9,4.3
2013-03-21,1.5,,34.3,2.5
2013-03-22,3.4,,61.6,2.3
2013-03-23,5.4,,39,2.3
2013-03-24,5.1,,47.4,3.9
2013-03-25,2.8,,40.3,3.8
2013-03-26,4.4,,39.9,2.5
2013-03-27,7.5,,30.1,2.8
2013-03-28,7.3,,42.1,2.7
2013-03-29,5.4,,28.6,3.4
2013-03-30,4.9,0.2,43.1,2.3
2013-03-31,6.3,,46.4,2.7
2013-04-01,9.2,0.5,44.5,2.2
2013-04-02,7.2,8.5,86.1,2.7
2013-04-03,7.9,,64,2.6
2013-04-04,12.6,,44.5,1.9
2013-04-05,14.6,,42.1,2.6
2013-04-06,7.5,14,84.4,2.9
2013-04-07,5.1,1,57.3,4.4
2013-04-08,8,1,55.1,4
2013-04-09,6.2,0.5,50.8,5.1
2013-04-10,5,1.5,49.3,4.1
2013-04-11,5.5,0.5,54.5,4.9
2013-04-12,6.9,,42.6,3.7
2013-04-13,11.4,,38.6,4.5
2013-04-14,8.3,3.5,40.4,4.7
2013-04-15,7.5,,31.5,2
2013-04-16,13.2,,54.5,4.4
2013-04-17,14.8,,62.3,2.9
2013-04-18,12.3,,37.4,4
2013-04-19,9.8,,27,3.2
2013-04-20,6.6,9.5,70.8,2.3
2013-04-21,9,,58.8,3.3
2013-04-22,11.4,,43.8,2.5
2013-04-23,11.2,5.5,59.3,2.7
2013-04-24,12.3,0.1,67,3.7
2013-04-25,9.3,4.5,78.9,3.3
2013-04-26,11.7,0.1,55,3.6
2013-04-27,12.8,,51.4,2.8
2013-04-28,16,,51,3.8
2013-04-29,13.5,21,67.6,4.5
2013-04-30,13.4,,48.8,3.5
2013-05-01,13.2,1,52.4,3.3
2013-05-02,12.4,1,67.1,2.5
2013-05-03,12.6,0,64.8,3.2
2013-05-04,13.9,,58.1,3.1
2013-05-05,14.3,,51.8,3.4
2013-05-06,14.6,,54,3
2013-05-07,18.7,,41.4,2.7
2013-05-08,19.4,,33.6,2.7
2013-05-09,18.1,2.5,55.3,2.1
2013-05-10,14,22,89.3,3.6
2013-05-11,17.9,,55.5,3.5
2013-05-12,19.1,1,61.3,4
2013-05-13,21.6,,45,3.5
2013-05-14,20.2,,46.9,2.9
2013-05-15,19.4,,57,3.3
2013-05-16,22,,33.3,4.2
2013-05-17,20.2,,36.6,3
2013-05-18,17.7,14.5,62.8,2.2
2013-05-19,16.6,19.5,80.9,3.1
2013-05-20,14.4,,76,3.2
2013-05-21,17.7,,43.3,2
2013-05-22,19.7,,49.4,2
2013-05-23,22.1,,59.3,2.1
2013-05-24,21.3,,58.9,2.6
2013-05-25,24.7,,49.6,2
2013-05-26,23.9,,45.9,2.5
2013-05-27,19.7,56.5,80.4,3.5
2013-05-28,18.9,11.5,89.1,2.8
2013-05-29,16.1,2.5,87.8,3
2013-05-30,19.2,,57.9,2.7
2013-05-31,21.3,,46.6,2.2
2013-06-01,21.7,,44.3,2.2
2013-06-02,23.5,,48.6,2
2013-06-03,21.3,,59,2.9
2013-06-04,22.8,0.2,54.3,2
2013-06-05,24.8,,51.8,2
2013-06-06,25,,55.9,2.1
2013-06-07,25.7,,50.9,2.2
2013-06-08,26.4,,48.5,1.9
2013-06-09,27.4,,38.3,2.2
2013-06-10,27.5,,35.5,2.3
2013-06-11,23.7,7,57.9,2.6
2013-06-12,20.5,6.5,85.4,2.2
2013-06-13,23,,70.5,1.9
2013-06-14,24.6,,62.3,2.3
2013-06-15,24.6,,58.4,2.6
2013-06-16,22.5,,69.8,2.8
2013-06-17,22.3,0.5,76.8,2.2
2013-06-18,21.7,12,90.1,1.9
2013-06-19,24.3,0.1,71.1,1.6
2013-06-20,25.8,,58.5,1.8
2013-06-21,26.6,,57.5,1.9
2013-06-22,25.1,,63.9,2.5
2013-06-23,22.9,0.3,69.6,3.2
2013-06-24,23.5,,66.6,2.3
2013-06-25,25.1,,58.6,2.1
2013-06-26,24.5,0,59.8,2.6
2013-06-27,25.1,,63.1,2.5
2013-06-28,25.5,1.5,61.1,2.3
2013-06-29,27.2,,54.8,1.8
2013-06-30,27.7,0.2,60.4,2
2013-07-01,27.1,,58.4,2.7
2013-07-02,24.3,51.5,82.5,4.6
2013-07-03,25.2,,69.1,3.8
2013-07-04,24.9,32.5,84.3,3.5
2013-07-05,25.6,1,73.4,2.7
2013-07-06,25.2,,73,2.7
2013-07-07,24.9,3,78.8,1.8
2013-07-08,24.3,68,88.6,3.5
2013-07-09,24.5,6.5,87.3,3.2
2013-07-10,25.3,1,82.8,3.9
2013-07-11,24.6,14,86,4.1
2013-07-12,23.6,74,88.4,4.9
2013-07-13,24.2,165,90.1,1.7
2013-07-14,24.1,23,90.9,3.7
2013-07-15,26.5,3.5,80.1,3.5
2013-07-16,26.9,1.5,70.4,4.5
2013-07-17,24.2,18.5,89.1,3.7
2013-07-18,25.1,26.5,85.6,1.9
2013-07-19,26.8,,72,3.2
2013-07-20,27,1,72.4,4.2
2013-07-21,26.8,0.5,78.8,4.8
2013-07-22,26.4,84.5,81,3.1
2013-07-23,25.7,56.5,87.3,3.8
2013-07-24,24.7,11.5,79,4.6
2013-07-25,26,0,71.8,3.7
2013-07-26,26.5,,70.9,2.9
2013-07-27,26.2,0.2,67.8,2.2
2013-07-28,25.3,11,85.5,2.1
2013-07-29,26.5,3.5,82.3,3.4
2013-07-30,26.3,9.5,73.9,2.2
2013-07-31,26.4,8.5,75.4,3.3
2013-08-01,28,,67.3,1.7
2013-08-02,27.4,7.5,80.4,2
2013-08-03,28.9,0.1,72.3,3.7
2013-08-04,28.3,4.5,76.4,2.4
2013-08-05,27.7,7,78.9,3.2
2013-08-06,26.4,45,80.8,2.4
2013-08-07,28.7,,73.8,2.3
2013-08-08,29.3,,73.5,3.7
2013-08-09,29.2,0,79.9,4.1
2013-08-10,28,2,82.4,2.4
2013-08-11,28.7,,71.8,2.1
2013-08-12,29.3,,69.8,2.8
2013-08-13,29,,65.6,2.9
2013-08-14,28.6,,67.1,2.5
2013-08-15,28.7,0,71.5,3.1
2013-08-16,28.7,4.5,71.8,3.7
2013-08-17,28.7,,69.6,4.8
2013-08-18,28.3,13,72.8,4.1
2013-08-19,28.2,6,68.9,2.6
2013-08-20,27.4,,62,1.7
2013-08-21,28.8,,54.9,2.4
2013-08-22,29.3,0,58.6,2.3
2013-08-23,25.7,35,78.9,2.4
2013-08-24,26.6,,60.4,1.8
2013-08-25,27.1,,52.3,1.6
2013-08-26,27,,52.3,2.4
2013-08-27,25.6,,61.6,2.6
2013-08-28,26.4,,59.4,2.7
2013-08-29,25.5,21.5,79.1,4.2
2013-08-30,25.1,,69.6,3.3
2013-08-31,24,2.5,65.8,2.1
2013-09-01,23.5,,54.6,2
2013-09-02,22.4,,49.9,2.1
2013-09-03,21.7,,43.5,2
2013-09-04,22,,46.5,2.2
2013-09-05,21.2,0,52.9,2.7
2013-09-06,20.8,0,59.6,2.3
2013-09-07,21.9,,61.8,2.1
2013-09-08,22.9,,63.4,1.7
2013-09-09,23,,67,1.8
2013-09-10,22,11.5,76.3,1.7
2013-09-11,20.1,36.5,90.6,2.3
2013-09-12,23,0.5,80.4,1.6
2013-09-13,22.9,50,87.5,2.4
2013-09-14,23.1,11.5,81.1,1.9
2013-09-15,23.4,,59.5,2
2013-09-16,20.9,,49.3,2.1
2013-09-17,22.6,,48.4,1.5
2013-09-18,24.4,,54,1.6
2013-09-19,24.7,,56,2.7
2013-09-20,23.4,,71.5,1.9
2013-09-21,23.8,,66.9,1.7
2013-09-22,23.1,0,54.9,4.2
2013-09-23,23.8,,55.6,2.5
2013-09-24,22,4.5,81.8,2.9
2013-09-25,19.5,,57.3,3.4
2013-09-26,17.3,,36.9,2.6
2013-09-27,17.9,,50.9,1.8
2013-09-28,17.4,4,70.6,2.2
2013-09-29,17.2,19,86.1,2.7
2013-09-30,20.7,1,71.8,2.5
2013-10-01,21.6,,66.8,2.3
2013-10-02,19.4,,58.6,3.2
2013-10-03,16.3,,49.1,2.4
2013-10-04,17.4,,54.6,1.7
2013-10-05,20,,48,1.9
2013-10-06,20.8,0,53.5,4
2013-10-07,22.8,,65.9,2.5
2013-10-08,20,3,83.4,2.3
2013-10-09,20.5,,63.9,1.9
2013-10-10,21.1,,71,2.2
2013-10-11,18.1,6.5,57.5,5
2013-10-12,16.4,,53.8,2.7
2013-10-13,17.3,,62,1.5
2013-10-14,18.3,,63.6,2.4
2013-10-15,12,3.5,79.4,2.9
2013-10-16,11.2,,53.1,1.8
2013-10-17,12.4,,55.5,1.8
2013-10-18,13.6,,54.8,1.8
2013-10-19,14.6,,59.1,2.2
2013-10-20,16.7,,60.1,2.3
2013-10-21,16.2,,50.3,2.8
2013-10-22,15.9,,46.1,3.8
2013-10-23,16.2,,49.1,2.9
2013-10-24,13.1,,50.8,3.2
2013-10-25,9.3,,41.9,3.8
2013-10-26,10,,50.5,1.9
2013-10-27,11.4,,56.3,2
2013-10-28,11.6,,65.5,1.4
2013-10-29,12.7,0.5,71.3,2.6
2013-10-30,10.5,,58.9,2
2013-10-31,11.7,,54.9,1.7
2013-11-01,14.8,,50.8,1.5
2013-11-02,11.6,7.5,79.8,1.6
2013-11-03,11.9,0,80.3,1.7
2013-11-04,12.6,,70.3,1.8
2013-11-05,12.3,,64.3,1.8
2013-11-06,12.2,1,77.5,2.3
2013-11-07,12.2,0.1,52.9,4
2013-11-08,9,,43.4,1.6
2013-11-09,11.6,5.5,62.1,2.4
2013-11-10,5.5,0,45.3,4.3
2013-11-11,2.6,,32.9,2.8
2013-11-12,3.4,,36.1,2.7
2013-11-13,4.8,,43.5,1.7
2013-11-14,6.7,1,55.1,1.9
2013-11-15,8.2,2,78.3,1.8
2013-11-16,7,2,72,2.6
2013-11-17,5.2,1,58.1,4.2
2013-11-18,1.1,0,53.6,5.2
2013-11-19,1.1,0,53.9,4.4
2013-11-20,1.5,,38.8,3.2
2013-11-21,2.6,,48.8,2.4
2013-11-22,4.6,,57.9,1.9
2013-11-23,7.1,,64.6,1.7
2013-11-24,7.3,14,74.3,3.5
2013-11-25,4.7,9.5,64.6,6.1
2013-11-26,2.1,1.5,60.9,2.5
2013-11-27,0,1.7,66.8,3.4
2013-11-28,-3.8,,48.9,2.9
2013-11-29,-0.7,0,52.9,1.8
2013-11-30,5.3,,56.9,2.4
2013-12-01,4.5,,66.9,2.1
2013-12-02,3.9,0,64.3,1.4
2013-12-03,6.7,,62.6,1.6
2013-12-04,5.5,,72.8,1.8
2013-12-05,5.5,,73.4,2.4
2013-12-06,3,0,42.6,2.7
2013-12-07,6.2,0.1,60.8,1.9
2013-12-08,4.2,0,75.3,2.8
2013-12-09,3.8,14,83.1,3.1
2013-12-10,0.3,,56.1,3.2
2013-12-11,-1.7,2.6,64.1,3.9
2013-12-12,-3.2,4.1,69.9,2.7
2013-12-13,-6.8,,47.5,2.4
2013-12-14,-4.9,1.1,65.4,1.5
2013-12-15,-4.4,,48.1,1.9
2013-12-16,-3.6,,52.6,1.8
2013-12-17,-0.3,,52.4,1.5
2013-12-18,2.2,0.8,65.1,2.4
2013-12-19,-3.5,0.3,60.6,4
2013-12-20,-4,0,56.3,2.6
2013-12-21,-3.1,,56.4,1.8
2013-12-22,-2.1,,57.5,1.9
2013-12-23,-1.1,,57.1,2.2
2013-12-24,-1.6,,58,1.7
2013-12-25,-0.5,,60.4,1.8
2013-12-26,-0.5,1.6,67.8,2.6
2013-12-27,-6.8,,49.5,3.4
2013-12-28,-6.5,,44.1,2.5
2013-12-29,-2.9,0.1,59.8,2.1
2013-12-30,2.2,,55.4,2.9
2013-12-31,3.8,,58.8,3.6
2014-01-01,4,0,51.3,3.7
2014-01-02,1.5,,35.4,2
2014-01-03,2.3,,54.4,2.5
2014-01-04,-0.1,,47.1,2.4
2014-01-05,-0.8,,48.4,1.9
2014-01-06,0.8,,50.4,1.6
2014-01-07,3,0,56,1.7
2014-01-08,0.5,0,56.6,3.3
2014-01-09,-7.8,,26.3,3.6
2014-01-10,-4.7,0,48.6,2
2014-01-11,-1.7,,44.1,1.9
2014-01-12,-2.4,0,43.5,3.4
2014-01-13,-6.2,,26,2.9
2014-01-14,-4.3,,33.8,2.2
2014-01-15,-2.9,,42,1.7
2014-01-16,0.1,,59.9,1.9
2014-01-17,-0.1,,55.9,1.6
2014-01-18,-2.2,,42.4,3.1
2014-01-19,-2.6,0,44.8,1.9
2014-01-20,-1.5,5.3,83.3,3.2
2014-01-21,-5.5,0.7,62.6,2.4
2014-01-22,-3.9,,60,1.6
2014-01-23,-0.8,,65.6,2.1
2014-01-24,3,,64.4,2.6
2014-01-25,4.2,3,74.4,2.4
2014-01-26,-2.1,,42.1,2.7
2014-01-27,0.2,,48,2.6
2014-01-28,1.5,0.5,52.8,2.9
2014-01-29,2.2,,40.1,2.2
2014-01-30,4,3.5,66.1,3
2014-01-31,1.3,,26.1,2.2
2014-02-01,4.9,11,63.8,3.4
2014-02-02,4.9,0.5,91.6,2
2014-02-03,-3.5,,38.5,4.3
2014-02-04,-7.4,,25.9,3.4
2014-02-05,-4.8,,27.5,2
2014-02-06,-1.3,,29.8,1.7
2014-02-07,2.4,0,47.3,4.8
2014-02-08,0.2,4.3,79.4,4.3
2014-02-09,-1.6,0.2,76.5,2.7
2014-02-10,-0.1,0.2,55,2.5
2014-02-11,0.2,,42.1,3.2
2014-02-12,1.2,0,49.3,2.5
2014-02-13,1.9,,46.1,2.2
2014-02-14,2.7,,47.3,3.1
2014-02-15,2.7,,54.6,2.7
2014-02-16,2.8,,53.3,1.7
2014-02-17,4.2,,45.5,2
2014-02-18,2.5,,45.9,3.5
2014-02-19,2.1,,48.6,2.6
2014-02-20,1.2,,61.5,2.8
2014-02-21,0.9,,49.1,2.6
2014-02-22,2.2,,49.3,2.1
2014-02-23,3.1,,50.6,2.1
2014-02-24,4.1,,58,2.3
2014-02-25,5.7,,59.9,2
2014-02-26,8.4,,44.9,1.9
2014-02-27,7.7,,55.4,2.8
2014-02-28,6.7,,58.8,2.3
2014-03-01,6,,61.1,2.6
2014-03-02,4.5,,46.4,3
2014-03-03,5.2,,34.4,2
2014-03-04,6.3,,48,2.9
2014-03-05,1.4,0,44.8,4.4
2014-03-06,0.3,0,43.4,3.6
2014-03-07,-0.6,,45.9,3.8
2014-03-08,2,,55,2.5
2014-03-09,1.4,2.2,56.4,3.6
2014-03-10,1.5,,50.4,3
2014-03-11,4.5,,65,2.8
2014-03-12,6.9,0.2,75.8,1.5
2014-03-13,5.2,0,54.5,4
2014-03-14,3.4,,54.6,3.6
2014-03-15,6.8,,66.8,4
2014-03-16,11.3,,68.3,2.3
2014-03-17,12.6,0.5,79,3.5
2014-03-18,10.5,0.4,75.3,3.5
2014-03-19,9.6,,65.5,2.9
2014-03-20,6.3,0.4,71.3,3.2
2014-03-21,5.9,,52.5,3.4
2014-03-22,8.6,,63.5,2.5
2014-03-23,9.6,,63.6,3
2014-03-24,10.9,0,60.5,3.5
2014-03-25,14.6,0,75.9,2.7
2014-03-26,15.4,0,64.6,2.8
2014-03-27,13.5,,68.9,2.8
2014-03-28,16.6,,57.3,2.6
2014-03-29,15,3.5,73.4,2.5
2014-03-30,14.9,0,63.5,3.1
2014-03-31,14.5,,49.3,2.3
2014-04-01,15.6,,33.8,2.4
2014-04-02,15.5,,30,2.7
2014-04-03,10.2,0.5,63,3.1
2014-04-04,6.6,,52.6,3.4
2014-04-05,6.2,0,60.5,3
2014-04-06,7.4,,50.6,4
2014-04-07,10.3,,64.9,3.4
2014-04-08,11.9,,60.9,2.6
2014-04-09,10.3,,85.3,3
2014-04-10,12.5,,71.5,2.4
2014-04-11,13.6,,69.5,2.8
2014-04-12,14.3,,68.8,1.7
2014-04-13,17.2,,54.9,2.2
2014-04-14,16.3,,53.3,2.7
2014-04-15,12.9,,80.1,3.2
2014-04-16,14,,81,1.8
2014-04-17,14.7,3,67.4,1.9
2014-04-18,15.9,,59.9,2.6
2014-04-19,14,,56,4.5
2014-04-20,14.6,,54.4,3.4
2014-04-21,15.1,,55.1,3
2014-04-22,16,,43.1,2.8
2014-04-23,17.2,,49.4,2.5
2014-04-24,18.6,,49,2
2014-04-25,19,,32.5,2.2
2014-04-26,18.7,,38.9,2.4
2014-04-27,15.6,8.5,86.6,2.3
2014-04-28,13.6,13.5,91.6,4.6
2014-04-29,15,5.5,69.5,4
2014-04-30,16.1,0,62.1,2.1
2014-05-01,16,,60.5,3.2
2014-05-02,15.7,1,70.9,3.6
2014-05-03,13.1,,54.6,3.9
2014-05-04,12.3,0.2,57.8,3.8
2014-05-05,11.3,,56.5,5.1
2014-05-06,13.1,,45.9,3.4
2014-05-07,15.7,2,48.3,3.8
2014-05-08,14.5,4,83.9,4.2
2014-05-09,16.8,,60.8,2
2014-05-10,20.5,,43.4,2.1
2014-05-11,18.9,23,54.4,3.4
2014-05-12,16.4,10,79.1,5.2
2014-05-13,19.2,,69.9,4
2014-05-14,19.6,,59.1,3.5
2014-05-15,18.2,0.3,66.9,4
2014-05-16,19,,50.3,2.9
2014-05-17,20,,48,2.3
2014-05-18,20.3,,50.1,2.4
2014-05-19,20,,55.1,2.3
2014-05-20,21.5,,45.4,2.2
2014-05-21,20.1,,65.3,3.7
2014-05-22,20.9,,63.4,2.5
2014-05-23,22,,68.4,2.9
2014-05-24,21.3,,68.8,2.3
2014-05-25,20.5,21,78.9,2.4
2014-05-26,19.4,1.5,67.4,4
2014-05-27,22.8,,49.5,4.2
2014-05-28,24,,60.8,2.5
2014-05-29,23.2,,54.6,2.8
2014-05-30,24.8,,42.5,2.1
2014-05-31,26.2,,50.3,2.6
2014-06-01,24.7,,58.1,1.9
2014-06-02,22.6,2,73.5,2.2
2014-06-03,18.7,33,95.3,3.5
2014-06-04,22.8,,61.5,4.3
2014-06-05,22.9,,58.8,2.9
2014-06-06,24.4,,58.9,2.4
2014-06-07,23.5,,65.1,2.4
2014-06-08,21.4,,75.3,3
2014-06-09,22.9,,70.8,2.3
2014-06-10,23.6,5.5,72,2.1
2014-06-11,20.5,19,87.1,1.9
2014-06-12,21.2,0.1,73.9,2.8
2014-06-13,21.3,0,79,2.9
2014-06-14,22.5,,71.6,3.3
2014-06-15,23.2,,69.9,3.3
2014-06-16,23.9,,66.4,2.5
2014-06-17,24.5,3.5,71.8,1.9
2014-06-18,24.4,0.1,71.3,3
2014-06-19,22.5,0,79.3,3.5
2014-06-20,24.2,1.5,76.5,1.6
2014-06-21,23.1,8.5,80.9,2.7
2014-06-22,23.7,0.4,74.4,1.8
2014-06-23,21,24.5,91.4,1.4
2014-06-24,22.9,,74.6,2.4
2014-06-25,23.8,,74.1,2.3
2014-06-26,24.4,,68,2.4
2014-06-27,24.1,,74.8,2.8
2014-06-28,23.8,0,71.6,3.8
2014-06-29,24.1,,70.3,2.1
2014-06-30,25.3,,68,2.7
2014-07-01,26,,67.8,2.1
2014-07-02,25.7,20.5,77.3,2.5
2014-07-03,22.6,2,85.5,2.8
2014-07-04,26.8,,62.1,2.4
2014-07-05,25.7,,70.4,2.1
2014-07-06,25.7,,65.8,2.1
2014-07-07,27.1,,61.4,2.3
2014-07-08,25.9,0.2,73,1.9
2014-07-09,27.6,0.5,78.3,2.2
2014-07-10,28.9,,57.9,2.9
2014-07-11,27.1,,63.4,4
2014-07-12,25.3,,74.3,3.2
2014-07-13,25.4,,73.4,3.3
2014-07-14,26.4,,70.8,3.3
2014-07-15,26.8,,69.4,2.4
2014-07-16,26.6,,68.4,2.7
2014-07-17,25.9,0.2,75.9,3.1
2014-07-18,26.1,1.5,80.5,2.6
2014-07-19,27,,79.8,2.4
2014-07-20,27.9,,75.8,2.6
2014-07-21,27.3,,73.9,3
2014-07-22,25.9,16.5,83.9,4.4
2014-07-23,23.6,55,90,3.2
2014-07-24,21.9,48,92.8,2
2014-07-25,27.5,59.5,81.9,2.9
2014-07-26,22.6,2.5,86.1,6.4
2014-07-27,25,,75,1.9
2014-07-28,26.6,,71.6,1.9
2014-07-29,26.5,,68.4,2.5
2014-07-30,28.6,,70.6,2.2
2014-07-31,28.6,1.5,75.9,2.1
2014-08-01,30.2,,63.4,2.6
2014-08-02,31.4,0,55,3.9
2014-08-03,26.5,13,87.6,4.2
2014-08-04,26.4,6.5,93,2.1
2014-08-05,26.6,0,87.5,3.2
2014-08-06,24.4,10.5,92.4,2.2
2014-08-07,24.7,0.2,91.1,1.5
2014-08-08,26.1,,62.3,3.8
2014-08-09,26.5,,48.4,4.6
2014-08-10,23.4,42.5,79.4,2.6
2014-08-11,23.7,,78.4,2.2
2014-08-12,25.8,,77.8,2.7
2014-08-13,24.2,0,75.3,2.1
2014-08-14,22.3,0.5,78.6,2
2014-08-15,24.9,,72.9,1.7
2014-08-16,26.1,,73.9,1.8
2014-08-17,24,3,81.1,1.9
2014-08-18,22.3,11.5,90,3.1
2014-08-19,22.3,4.5,96.6,1.5
2014-08-20,24.8,0.5,86,1.1
2014-08-21,23.1,46.5,96.5,2.4
2014-08-22,24.7,15,83.4,3.1
2014-08-23,25.2,0.5,79.5,2.7
2014-08-24,25.6,0.1,75.5,1.3
2014-08-25,25.9,0,71.8,3
2014-08-26,25.4,11.5,71.4,2.5
2014-08-27,24.6,,66.8,2.8
2014-08-28,25.1,,65.3,2.2
2014-08-29,25.2,6.5,71.9,1.8
2014-08-30,24.6,,71.6,1.9
2014-08-31,24.1,,68.6,1.4
2014-09-01,24.1,1.5,72.5,1.5
2014-09-02,23.1,6,73.6,2.5
2014-09-03,19.1,57.5,99.8,3.4
2014-09-04,22.4,,79.4,2.5
2014-09-05,23.8,,76,2.1
2014-09-06,25.2,,66.9,1.8
2014-09-07,25.3,,72.1,1.6
2014-09-08,24.8,,75,2.5
2014-09-09,23.3,,66.5,2.1
2014-09-10,22.4,,60.6,1.5
2014-09-11,23.3,,61.1,1.8
2014-09-12,21.3,0.1,74.9,2.1
2014-09-13,23.1,,60.9,2.3
2014-09-14,23,,60.6,2.3
2014-09-15,23.1,,64.9,2.2
2014-09-16,21.3,,43.8,2.1
2014-09-17,20.2,,52.3,1.5
2014-09-18,20.6,,56.5,2
2014-09-19,21.4,,55,1.7
2014-09-20,21.6,,52.5,2
2014-09-21,20.2,0,61.6,1.4
2014-09-22,21.4,,57.5,2
2014-09-23,23,,52.1,2.5
2014-09-24,20.3,6.5,77.9,2.6
2014-09-25,22.2,,66.9,1.7
2014-09-26,21,0,78.1,2.6
2014-09-27,21.4,,79,2.6
2014-09-28,21.7,0.5,85.5,1.1
2014-09-29,19.4,16,99,1.3
2014-09-30,18.9,,72.5,3.1
2014-10-01,19.2,,68.6,2.6
2014-10-02,18.1,9,89,2.2
2014-10-03,16.1,,74.3,2.9
2014-10-04,16.9,,62,3.4
2014-10-05,17.1,,53.1,3.1
2014-10-06,16.6,,57,1.7
2014-10-07,16.1,,64.8,2.4
2014-10-08,16.7,,61.5,1.5
2014-10-09,18.6,,60.4,2
2014-10-10,19,,63.3,3.6
2014-10-11,19.4,,57.4,3.1
2014-10-12,21.2,,48.5,1.9
2014-10-13,17.4,,51.9,4.7
2014-10-14,13.8,,51.8,2.2
2014-10-15,13.8,,60.4,2.4
2014-10-16,13.2,2.5,53.8,3.1
2014-10-17,13.6,,53.8,1.9
2014-10-18,15.5,,68.9,1.7
2014-10-19,17,,61,1.7
2014-10-20,14.4,21.5,97.8,2.6
2014-10-21,13.8,18.5,92.8,3.4
2014-10-22,13.6,,69,3
2014-10-23,13.8,,67.8,2.1
2014-10-24,15.1,,78,1.8
2014-10-25,16.5,,81.1,1.9
2014-10-26,16,0.5,76.9,2.8
2014-10-27,10.7,,35.3,3
2014-10-28,10.2,,43.4,1.4
2014-10-29,12.1,,46.4,1.7
2014-10-30,14.2,,45.8,1.5
2014-10-31,15,0.2,62.1,2.4
2014-11-01,17.3,,63.4,2.2
2014-11-02,12,2.5,50.5,4.8
2014-11-03,9.3,,40.9,3.1
2014-11-04,11.3,,60.5,1.9
2014-11-05,12.4,,65.6,1.9
2014-11-06,13.5,0.5,61,2.1
2014-11-07,9.8,,52.5,1.9
2014-11-08,9.9,,61.9,1.4
2014-11-09,10,,46.3,2.3
2014-11-10,9.4,,49.9,1.7
2014-11-11,9.4,2,67.4,1.9
2014-11-12,6,5,50.6,5.4
2014-11-13,-0.2,,38.5,3.7
2014-11-14,4.2,0,54,2.2
2014-11-15,4.1,,38.3,2.1
2014-11-16,6.6,1,42.6,1.6
